category,cv_text
Education,profile chad davies teacher new york 10005 usa exampleemailcom professional caring organized teacher 7 years experience teaching multiple grades dedication provide students appropriate learning activities adventures designed fulfill potential emotional intellectual social physical growth want enable students develop skills function successfully life employment history elementary teacher grade 6 jefferson independent school feb 2013present new york details 9 wall st new york 10005 usa 8905550401 date place birth 19892003 new york nationality american driving license full links teacher innovative educator focuses continual improvement students applying professional learning community model responsible instructing students grade 6 creating lesson plans linkedin plan prepare deliver instructional activities create confident educational environment students meet course schoolwide student performance goals participate ongoing training sessions create lesson plans modify accordingly throughout year grade papers perform administrative duties needed read stay informed current topics education establish goals learning activities prepare distribute parent communications develop implement plans curriculum program provides effective teaching strategies utilize various curriculum resources technologies enhance student learning blend competencies goals goals lesson programs plan implement instruction program adheres schools concept goals intentions elementary teacher grade 4 chippenham school apr 2009feb 2013 new york passionately provided education four graders encouraged enthusiasm learning process development good study habits observe evaluate students performance manage behavior students classroom create appropriate behavior strategies maintain regular ontime attendance keep current subject matter knowledge learning theory encourage enthusiasm studying development good work provide progress interim reports required assist selection equipment books communicate interact students parents colleagues positive manner skills caring effective communication reliable professional good listener problemsolving authoritative hobbies reading walking cooking
Education,susie school teacher 666 milwaukee buffalo grove illinois 62591 3125551212 h 3125551212 w profile motivated highenergy educator demonstrated track record fostering student learning possess strong people skills sensitive students specialized changing needs proven ability develop rapport students ability individualize instruction based students interests needs strong interest activities outside classroom education master arts degree educational administration university illinois chicago springfield illinois 1994 bachelor science degree home economics eastern illinois university charleston illinois 1985 area concentration education seminars workshops presenter literacy program american vocational assn conference san diego california 1990 career workshop vocational education services 1997 certifications state illinois general administration certificate type 75 state illinois teachers certificate 1221406 type 09 state illinois vocational workstudy cooperative education code 56 state illinois specialization occupational food service american home economics association certified home economist professional experience home economics teacher coop director stephenson juniorsenior high school buffalo grove illinois 1988 present teach foods nutrition clothing textiles child development parenting life skillsadult living housing resource management careers study skills coop class work supervision 7 8 grade students established coop program request school board successfully placing 20 students first two years program initiated pilot program harper community college hospitality business management allowing students earn college credits taking classes stephenson developed literacy project involving local fha girls state board education illinois vocational home economics teachers association brenda edgar barbara bush recruited brenda edgar compose commercial promoting reading literacy illinois 1991 participated development narration first lady barbara bushs pbs segment literacy featuring importance reading children 1991
Education,christa frank primary teacher inforesumekraftcom 2025550120 chicago illinois us linkedincomresumekraft summary looking position primary teacher use strong passion childrens development together skills experience enable make significant difference school skills tutoring organized time management people management experience computer teacher martin english convent zeal infotech ny jun 2016 present taught students subjectspecific material learning strategies social skills computer promoted exploration building blocks learning leading diverse handson activities assessed student progress administering tests evaluating results taught lessons encompassing skillbuilding activities speaking writing reading listening kept classroom clean organized safe students visitors education ded san jose state university mar 2012 mar 2014 6650 bachelor arts ba northeastern university may 2013 may 2015 5317 ctet paper1 class v primary stage arizona state university jan 2022 dec 2022 5600 hsc university south florida mar 2006 mar 2008 6517 languages english french arabic german oo
Education,first last elementary teacher elementary teacher 10 years experience developing creative lesson plans fostering love student learning key achievement launched lesson plan technique increased teaching effectiveness 59 teacher year 2021 2022 work experience contact austin tx open remote 1234456789 emailresumewordedcom linkedincominusername githubcomresumeworded skills elementary teacher resume worded new york ny november 2015 present created afterschool tutoring program 129 struggling students boosted test scores 76 within one school year initiated launched 13 reading intervention programs 12k atrisk students improved literacy skills 60 championed fundraising efforts 36 field trips class parties 2020 academic year raised 45k within one month execution educated classes 19 firstgrade students 22 topics including science math spelling reading history visual arts child care worker growthsi san francisco ca february 2013 october 2015 prevented bullying unsuitable behaviors occurring monitoring interactions 51 kids implemented 14 classroom management systems ensured 73 children followed rules regulations school provided daily care 123 children including meal preparation cleanup outdoor playtime indoor playtime nap time monitored behavior 140 hyperactive children closely ensuring safety assisting potty training teaching assistant june 2010 january 2013 resume wordeds exciting school new york ny observed classroom management practices first second grades 45day student teaching experience suggested lesson planning activities schools 16k students focusing creating engaging environment learners assisted grading endofyear tests 118second graders working closely 22 classroom teachers evaluate progress partnered lead teacher 18 staff members devise behavior intervention plans 11k students attitude issues hard skills teaching advanced coaching experienced standardized testing learner assessment classroom management techniques lesson planning curriculum development differentiated instruction tools software haiku learning kahoot padlet easycbm schoology dont forget use resume worded scan resume send free proven get jobs education resume worded university bachelor arts elementary education boston may 2010 awards resume worded teaching fellow 5 awarded class deans list 2012 top 10 growthsi teaching license elementary education certification early childhood education certification
Electrical Engineering,electrical engineer james taylor work experience education summary possessing deep understanding circuit analysis programming experience several computer languages handson hardware proficiency implementation knowledge communication protocols 12c spi uart proficient architecting software embedded systems using labview highly knowledgeable physical operation programmability plcs scada systems holding expertise diagnosis analysis successful troubleshooting myriad technologies skills c c knowledge basic programming language c c matlab 2013 knowledge circuit implementation simulink microsoft office grip microsoft word excel powerpoint proteus 80 complete implementation execution electrical circuit software skills linux orcad altium pspice electric ltspice hyperv vmware quartus rslogix gemstudio virtualbox unity pro xl visual studio windows os wonderware microsoft office ise design suite programming languages r c c c sql julia python verilog arduino matlab labview ladder logic work experience electrical engineer hardware software development eon city state 0000000000 emailemailcom 201505present developing diagnostic software testing procedures laser doppler velocimetry performing debugging failure analysis fiber optical products multiple manufacturers prototyping instruments used experiments containing micro electro mechanical systems mems matrix optical switches erbiumdoped fiber amplifiers edfa dense wavelength division multiplexing dwdm optical switch circulators beam splitters optical attenuators nanosecond pulsed laser diodes tunable lasers facilitating research alternative software architecture used embedded systems utilizing labview programming languages develop complete solutions automation diagnostic software optical electrical components collaborating national laboratory review suggest best practices control system software development used broadland laser ranging systems creating hmis automating procedures programmable logic controllers plc supervisory control data acquisition scada systems shock physics experiments require highly accurate timing firing assistant electrical engineer iberdrola 201005201504 worked electrical equipment temperature pressure sensors valves actuator asac 70 etc engines worked relays contactors mccb breakers performed tests motor proper working completely familiar governor mechanism controlling output power generator voltage maintaining generator synchronization national grid generated different working modes loaded management according situation monitored operated parameters recorded operated data including electrical generation pressures temperatures vibration indications alarms information related safe operation powerhouse equipment responsible startup normal operation load management handling various emergencies operation unit maintained daily logs operation maintenance safety activities investigated reported accidents maintenance engineer avo electrical engineering services installed cameras security fixed problems laptops tablet office pc fixed problems imprimantes canon epson brother kyocera 200603201004 vhdl interests movies badminton reading articles education master sciences engineering electrical engineering massachusetts institute technology 20042006 bachelor sciences engineering electrical engineering 20002004 massachusetts institute technology
Electrical Engineering,see sample engineer resumes greatresumescom jonathan doe 2294530000 jondoeyahoocom 241 elm street baker ga 30001 electrical engineer manufacturing processes operations management project coordination research development value employer education experience designing developing testing electrical electronic equipment proficient autocad providing technical support leadership crossfunctional teams working improve product quality refine workflow processes within manufacturing environments detailed analytical competencies ability solve complex issues proven takecharge leadership skills result solutions bachelor science electrical engineering may 2004 minor business administration florida state university tallahassee florida upper division gpa 30340 relevant coursework microprocessors c electronic circuits technical writing intelligent machines design laboratory management finance accounting dsp communications systems engineering statistics digital design internships robotics engineer august december 2003 freight manufacturing atlanta georgia one worlds largest manufacturers advanced technology components systems major automakers collaborated electrical mechanical engineering teams designing automated systems used product assemblies programmed plcs configuring process timing setting tasks testing performing quality checks test engineer summers 2000 2001 jabil circuit inc st petersburg florida global leader electronic manufacturing services industry liaised representatives two major client accounts intel cisco designing code modifications writing software testing new existing products improving workflow processes agricultural engineering research may august 1998 fsu citrus research experiment center tallahassee florida worlds largest citrus research teaching extension center partnered agricultural engineers modifying testing citrus spray equipment related telecommunications specialist since march 1999 experience florida state university circa tallahassee florida selected among 30 applicants design oversee installation datavideo network infrastructure testing network maintenance train new hires installation methodologies network maintenance memberships institute electrical electronics engineers ieee leadership reformed university fellowship eagle scout positions
Electrical Engineering,yui fotis electrical engineer profile resultsdriven electrical engineer 4 years experience designing developing testing diverse electrical systems proficient embedded systems power electronics control systems proven track record delivering innovative solutions improving efficiencies reducing costs adept collaborating crossfunctional teams managing multiple projects meeting strict deadlines strong analytical communication problemsolving skills committed continuous learning professional development employment history electrical engineer mc dean inc va mar 2023present successfully designed implemented energyefficient lighting system 50000 sq ft commercial building resulting 30 reduction energy consumption annual cost savings 45000 led team engineers development installation stateoftheart power distribution system data center increasing capacity 25 reducing downtime 15 streamlined electrical design process major infrastructure project reducing overall project timeline three months saving company 100000 labor costs associate electrical engineer dominion energy va aug 2019 feb 2023 successfully designed implemented power distribution system upgrade major substation resulting 20 increase efficiency reducing energy losses 15 led team junior engineers development installation smart grid system improving grid reliability 30 reducing outage response time 25 conducted comprehensive energy audits 50 commercial clients identifying potential energy savings 40 helping implement costeffective solutions resulting estimated 2 million annual savings clients education bachelor science electrical engineering virginia tech blacksburg va aug 2014may 2019 relevant coursework circuit analysis digital systems microelectronics electromagnetics control systems signal processing power systems communications systems vlsi design embedded systems computer architecture certificates professional engineer pe license oct 2021 details yuifotisgmailcom 156 7428480 1234 maple street richmond va 23220 links linkedincominyuifotis skills circuit design microcontroller programming power electronics signal processing control systems electromagnetic compatibility embedded systems languages english indonesian hobbies building electronic gadgets programming microcontrollers experimenting renewable energy systems
Electrical Engineering,john smith address phone number email objective seeking summer electrical engineering internship company utilize skills learned institution build experience hard working good team player always ready learn education state university expected graduate may 2020 major electrical engineering minor applied mathematics related coursework electronic circuit analysis semiconductor devices microprocessors electromagnetic field signals systems random signals noise energy conversion skills abilities computer skills embedded arm c microsoft office excel word teamwork multisim matlab arduino great team player able efficiently communicate others always ready ask respond help complete goals positive attitude hard working motivated learner always willing learn new technologies work hard achieve given task projects multisim simulations built simulated thevenin norton equivalent circuits diode circuit pmos transistor electronic circuits multisim thevenin norton equivalent circuits diode circuits analytic solution compared simulation pmos electronic circuits parameters modified make change iv curve band stop filter group project electronic circuit ii responsible demonstrating band rejection filter filter specific frequency range show filter used get rid unwanted frequencies low pass filter high pass filter connected parallel causing attenuation unwanted frequency range experience math tutor community college jan 2015 sept 2017 assisted students solve problems prepare tests comprehend class materials exam proctor community college sept 2017 current worked professors create appropriate environment testing center increasing efficiency testing process encourage students succeed class
Electrical Engineering,clint hanks electrical engineer info address 1515 pacific ave los angeles ca 90291 united states phone 541 7543010 email emailemailcom place birth san antonio driving license full nationality american links pinterest build template resumevikingcomtemplates skills schematics signal processors mega power transmitters high voltage circuits ansys maxwell raspberry pi electric motors generators electrical measurements python ccc scada project management skills prototyping testing profile energetic electrical engineer nine years experience production design microprocessors global navigation systems aerospace industry experience eagle pads orcad pads eagle involved design 200 specialized pcbs last 18 months holds phd signal process electronics employment history electrical enginer manow industries jan 2018 jul 2020 jackson overhauled machine arrangements across various departments improve efficiency 38 30 days design maintain improve electrical systems components facilities instruments domestic commercial industrial purposes use computerassisted design various engineering software equipment perform engineering duties discuss project scope progress challenges engineering manager ensure installation operating mechanics circuitry electrical components conform client specification prepare technical spec lists schematics pcb boards circuitry high voltage systems electrical systems specifications technical drawings topographical maps establish installation maintenance standards performing complex calculations ensure compliance industry codes regulations directing coordinating installation manufacturing maintenance troubleshooting testing repair electrical systems components write reports compile data sets regarding current future engineering projects research studies electrical engineer rta electrical components jan 2016 dec 2017 winterhude spearheaded lean manufacturing kanban philosophy positive effects quality cost time levels decreasing expenditures 28 improved quality 18 cut lead times 34 prepare specifications procurement electrical materials equipment supervise junior staff members contract workers create estimation reports material labor construction costs present part budget preparations develop review update modify approve works schedules relevant electrical schematics design plans continuously liaise engineers clients ensure deliverables met liaise thirdparty vendors suppliers ensure material delivery deadlines met
Finance,areas expertise financial studies management accounts budgetary control balance sheet accounts cost analysis financial training financial forecasting professional fire marshall first aider personal skills attention detail dedicated focused hard working contact maxine curry dayjob ltd big peg birmingham b18 6nf 0121 638 0026 0121 638 0026 e infodayjobcom driving license yes nationality british maxine curry finance analyst personal summary maxine provide senior management accurate financial insights whether right things order deliver short medium long term company goals always give clear recommendations explain exact implications business true professional always relied upon competently complete commercial financial projects given right keen join rapidly growing business role well placed future career development work experience company namelocation finance analyst jun 2013present responsible working staff finance team provide key support senior financial accountants duties involved high profile role working directly senior management team day day basis training budget holders understand key financial concepts giving financial insight impact new business development opportunities researching financial periodicals reports investment material obtain accounting information preparing month end accruals prepayment journals monitoring financial statistics trends identify problems improve processes producing accurate monthly reports budgets forecasts ensuring budget holders understand financial information given also answering questions may constantly improving financial systems processes reporting using online banking systems make financial transactions carrying range financial analyst assignments directed superiors analyzing financial impact departmental programs company namelocation job title employment dates ie aug 2011jun 2013 key skills competencies using sophisticated spreadsheets reporting tools present detailed information driving financial efficiencies levels within company efficiently planning prioritising workloads ensure tight deadlines met driving change strong desire continually improve academic qualifications bsc hons sales management nuneaton university coventry central college levels maths english b technology b science c references available request 20082011 20052008
Finance,joanna french city state 00000 0000000000 joannafrenchfakeemailcom linkedincominjoannafrenchfakeurl chief financial officer driving growth turnaround reorganization resultsproven cfo complementary operational background uncommon blend experience includes credentials financial cpa mta degree legal jd degree licensed attorney operational project management disciplines providing unique perspective applied benefit entrepreneurial publicly traded companies key strengths accomplishments expert systematically peeling back onion solve multilayered business problems identify execute opportunities continuous improvement building strong foundation growth returning underperforming businesses peak levels efficiency profitability reversed business declines highs seen 10 years saving failing business liquidation returning several million dollars losses profitability continuously delivered month month increases earnings key metrics throughout entire economic recession intrinsic business savvy innovative thinker accomplished recognizing market opportunities creating executing strategies capitalize drive growth worked leadership teams built 2 organizations startup selling tax consulting large private public companies generated 45 million sales annually ranking 1 producer firmwide select products confident approachable leader demonstrated ability manage change take charge challenging situations building motivation aligning efforts achieve common goals closed unprofitable locations reduced headcount 50 brought new talent reorganized existing staff implementing sweeping process culture changes produced doubledigit performance improvements raised company roa benchmark levels executive competencies corporate financial management strategic planning analysis pl management compliance legal affairs corporate tax planning budgeting forecasting accounting management systems process improvement reorganization turnaround operations management acquisitions mergers change management mentoring staff development profitable business growth business development experience highlights chief financial officer chief operating officer company name city xx 2004 present senior executive fullcharge leadership accounting finance financial planning analysis customer service collections compliance human resources business systems sox compliance sec reporting cash management interface provide indirect guidance sales branch operations lead teams 75 employees assumed new expanded responsibilities business needs changed including promotion coo charter spearhead business reorganization 2008 return xxxxxxxxxxxxxxxxx profitability executed endtoend business review identified problems solutions implemented complete business overhaul restructuring continued
Finance,marcus trescothick financial advisor city state 0000000000 emailemailcom summary highly motivated enthusiastic management professional many years international experience various corporate roles different multinational firm specially high level ethical professional standards whose career objective organization highly competitive market enhance professional skills finance helps take job responsibilities benefits firm well self work experience 201208 present financial advisor kelly services building maintaining client base regular prospecting keeping current client uptodate seek new clients ongoing basis obtaining current accurate data prospective client order identify propose best solutions relevant current circumstances portfolio using appropriate software presenting financial protection planning recommendations clients preparing interpreting clients various information investment performance reports financial document summaries income projections ensuring application requirements accurately fully completed order meet regulatory company requirements conducting regular reviews clients circumstances ensure current policies continue meet needs identify additional opportunities maintaining positive relations team members submitting activity ad hoc reports management requested 200908201207 financial advisor bmo financial group listened analyzed provided guidance team members clients address unique challenged situations resulted optimal decisionmaking client solutions helped clients psychologically navigate tumultuous economic climate become comfortable investment strategy based risk tolerance collaborated areas firm including asset management banking consulting investment banking meet client investment goals designed implemented new sales process mitigated risk increased overall returns clients design implementation new investment planning process managed optimization sales investment processes identified requirements set goals clear measurable achievable created checklists crosschecks timeline implementation communicated stakeholdersclients plan timeline methods evaluation identified threats strategized contingency plans implemented plan monitor results utilizing checklists crosschecks developed controls maintain improvements provided regular status updates regarding process results analyzed data identify improvement opportunities identified lessons learned integrated future plans collaborated areas firm meet client goals 200702200907 junior relationship manager bank nova scotia generated new business achieve defined sales targets contributed proactively towards growth investment services maintained high standard customer service order increase banks
Finance,first last vp finance indianapolis indiana 1234456789 professionalemailresumewordedcom linkedincominusername vp finance 7 years experience leading finance teams demonstrating expertise financial planning analysis risk assessment key achievement improved direct product margin 12 27 3 months vendor consolidation relevant work experience resume worded new york ny vp finance 112019 present advocated expanding ecommerce network deployed new commission plan target products market segments increasing net revenue 36 2020 attained 190k accumulated tax savings strategies adopting lifo inventory method minimizing tax continually spearheaded project decrease accounts receivable balance leading 20 increase collections 2000 reduction annual interest expense raised 22m equity finance development launch key new products implemented launch strategy generated 37m first year growthsi san francisco ca senior financial analyst 112017102019 assisted implementing processes drove 25 growth yearly income total 5540 2019 recommended new measures improving companys financial performance analyzing interpreting data increased performance 56 saved 9000 cost created automated reporting system using excel macros reduced report creation time 56 saving 1450 quarterly labor costs developed total analysis current business processes identify improvement areas implemented new procedures resulted cost savings 2590 monthly resume worded exciting company san francisco ca key accounting executive 082015102017 collaborated crossfunctional team 4 develop execute marketing plan boosted lead generation increased sales 55 closed 10 businesses worth 970k prospecting activities including cold calling networking events email campaigns 3 months managed portfolio 50k ad spend across 3 accounts building strong relationship clients increasing retention rate 36 education resume worded university new york ny master business administration finance skills 072015 industry knowledge accounting advanced financial statement analysis experienced financial analysis hard skills six sigma risk identification project remodeling market analysis forecasting financial planning tools software oracle quickbooks ms office suite ms access intuit proseries topcaats sap
Finance,wei dicki 485 tresa estate san francisco ca 1 555 746 5361 experience gottlieblangosh phoenix az corporate finance 072020 present proficient excel knowledge business intelligence tools experience onestream hfm enterprise planning tools investment banking private equity consulting transactionrelated experience demonstrated leadership attributes team project leadership supervisor experience entrepreneurial commercial highly analytical exceptionally strong clear communicator comfortable ambiguity excels solving unstructured problems experienced working highgrowth organizations preferably technology companies deep understanding pls drivers positive negative performance dickens kunde ruecker phoenix az corporate finance 072017032020 experience leveraging enterprise financial planning platforms successful track record operating partnering influencing stakeholders including executive level experience building developing managing highperforming teams big picture strategic vision yet strong attention detail deductive reasoning skills expertise creating presentations deliver complex messaging concisely persuasively technical nontechnical audiences demonstrated longterm client relationships capital markets business services industry preferable within subsector proven experience working debt equity capital markets leading mandates education massachusetts college art bachelors finance skills excellent leadership consulting influence negotiation skills excellent communication skills catered wide variety audiences excellent people management skills including staff development remote management strong computer skills high level proficiency excel comfortable working articulating financial concepts nonfinance peers resources good experience accounts payable profile good accounting knowledge knowledge account reconciliations good exposure ms office handson leadership style deals well ambiguity strong commitment business ethics integrity
Food and Beverages,ehtel hyatt 28472 muller wells san francisco ca phone 1 555 515 7134 experience weimann group dallas tx food beverage assistant 062018 present familiarity restaurant management software like opentable excel avero symphony interact guest japanese english banquet event knowledge upscale environment computer knowledge particularly pos micros silverware microsoft office advantageous computer literate fully conversant microsoft office software including word excel powerpoint maintain food beverage salesmarketing programs oversee development employees mertz group dallas tx food beverage assistant highly enthusiastic agile entrepreneurial spirit strong communication skills teamwork abilities enjoys working pressure highpaced environment goes beyond deliver highquality experience 012011 122017 previous experience waiterwaitress good understanding food beverage desirable ideally ba hotel management business equivalent preferably experience 45 star branded international hotel chain coordinate outlet operations hotel departments ensure efficient guest service education massachusetts college art university hospitality skills thorough knowledge service cost control fb labor controls menu writing previous experience food beverage department head level knowledge hotel computer systems previous experience working hotel andor unionized environment asset computer skills including microsoft word excel outlook previous special events restaurant experience handson proactive person charismatic approachable character high level drive results strong planning organizing skills great attention details excellent guest relations problem solving time management skills
Food and Beverages,email infoqwikresumecom robert smith food beverage director summary phone 0123456789 certified event coordination targeted selection certification 10 years experience administrative assistance sales marketing property operations management culinary advisory board member skills fluent speaking deaf clients sign language work experience food beverage director abc corporation january 2003may 2004 managed foodandbeverage operations upscale private club generating over15m annually directed human resources marketing purchasing financial reporting inventory control regulatory compliance guest relations revitalized languishing food operation introducing new menus offering functions meetings catering based guest preferences seasonal considerations complied food beverage health liquor safety regulations well federal state local applicable laws scheduled evaluated trained staff ensured staff complied customer service standards ensured food beverage floor operated smooth efficient manner ensure customer satisfaction reviewed approved recommendations suggestions hire transfer suspend promote discharge evaluate assign discipline food beverage employees fair equitable manner food beverage director abc corporation 20002003 effectively managed restaurant bar kitchen staff consisting total 35 people daily basis conducted monthly training sessions improve customer service skills wait staff menu planning specialty buffet banquet functions purchased food liquor supervised inventory stock liquor equipment weekly payroll entire restaurant bar banquet staff managed implemented operating budget managed catering functions sales conventions meetings weddings free resume template copyright qwikresumecom usage guidelines
Food and Beverages,david li mobile 4321 1010 email davidlimailcom summary work experience education skills energetic passionate food beverage manager 13 years experience possess proven track record successfully operating restaurants generating revenue increasing profitability demonstrating strong communication leadership skills food beverage director lmn hotel resort group april 2010 present managing operations food beverage outlets deliver excellent guest member experience constantly evaluate guest satisfaction levels focus continuous improvement ensure compliance hotel security fire regulations health safety legislation successfully generated 80 million sales year year last 5 years achieved record profitability restaurant catering operations past four years increased customer base 50 incorporating complete vegetarian section existing menu reduced food labour cost 25 increasing sales food service quality resulting customer satisfaction held 10 seminars food hygiene safety compliance part world food safety program recognized leadership excellence manager year house award food beverage manager opq park hotel may 2005 april 2010 managed fb daytoday operations within budgeted guidelines highest standards maintained excellent levels internal external customer service designed exceptional menus purchased goods continuously made necessary improvements ensured less 15 beverage cost venue successful cost control menu design trained 50 food service workers effectively handling food preparation serving led motivated fb team well recruited trained evaluated talented personnel identified proactively addressed customers needs concerns established targets kpis schedules policies procedures complied health safety regulations reported management regarding sales results productivity bachelor science honours hotel management hong kong polytechnic university 2005 software handson experience ms office pos system language fluent english mandarin cantonese
Food and Beverages,food beverage director robert smith phone 123 456 78 99 email infoqwikresumecom website wwwqwikresumecom linkedin linkedincomqwikresume address 1737 marshville road alabama objective highly selfmotivated resultsdriven hospitality professional masters business administration 18 years providing leadership motivating service teams delivering superior customer service hospitality industry detailoriented analytical methodical insightful critical thinking strategize solutions addressing process peoplecentric work issues even stressful work conditions skills customer service receptionist work experience food beverage director abc corporation 2013 2014 managing customer service operations training motivating directing 20person customer service amp maintenance team providing bestinclass customer service procuring managing allocating supply beverage food gift shop inventories minimizing waste shrinkage maximizing profit margins providing oneonone team training modeling superior customer service strategies improving customer service quality guest satisfaction developed presented strategic costing model performance analysis report executive chef general manager facilitated efficient decisionmaking process orchestrated managed private parties catering events corporate private groups ranging 100 300 guests directed bartending service staff assured seamless event execution start finish shouldered profit loss accountability managedadministered operating budget substantially reduced operating expense sourced established strategic vendor relationships negotiated marketcompetitive food beverage capital equipment maintenance agreement purchases controlled operating costs optimized roi strategically scheduled personnel balanced shift coverage decreased labor expense food beverage director abc corporation 20102013 hired consult 5 million renovation process entire hotel 8 month project reconstruct reopen restaurant bar closed 5 years reintroduce local community great success attended daily construction planning meetings coordinate progress plan reopened restaurant attached hotel great local house guests reviews resurrected challenged food beverage department manage aspects food beverage operations 195 room hotel managed 25000 sq ft free resume template copyright qwikresumecom usage guidelines
Food and Beverages,angelika pfeffer experience stark llc new york ny food beverage manager 082018 present previous experience managing high volume quick serve restaurants customer satisfaction highest priority food hygiene level 2 desirable adequate level education vocational training university graduate prior sales experience corporate owner environment sales experience resinous flooring industry highly desirable knowledge windows applications microsoft word excel powerpoint lotus notes sales related software ideally salesforcecom address 8894 corwin fords phoenix az tel 1 555 713 1483 abbottstehr new york ny food beverage manager 102012032018 proficiencies microsoft office excel word powerpoint sharepoint multiple unit opening experience customeroriented financialminded initial leading character competent problem solving team building planning decision making skills experience definingevolving systems processes optimize efficiency productivity visibility across client strategy sales education baylor university university hospitality skills assure payroll approved submitted punctually twice month provide feedback staff performance respond pages beeperemail promptly complete work orders maintenance repairs submit property operations contact property operations directly urgent repairs display recognition report guests vip guests participate weekly monthly forecasting serve guests
Health and Fitness,personal trainer resume genius contact 123456789 ameliarobertsgmailcom 45 winfield dr charleston sc 90764 linkedincominusername education bs health education michigan state university east lansing mi 2014 aa social science michigan state university east lansing mi 2012 key skills firstaid cpr level c certified ace group exercise instructor organization prioritization problem solving profile personal trainer 4 years health wellness experience across multiple fitness centers possesses proven track record helping clients achieve fitness goals customized exercise programs diet plans consistently improves fitness center revenue targets developing new programs retaining clients professional experience personal trainer planet fitness lansing mi2016 present assist 80 customers per month track record helping 70 clients reach fitness goals within first 6 months design personalized programs nutritional plans clients optimal results provide exceptional customer service securing 40 new clients referrals check gym equipment proper use functions minimizing accidents malfunctions personal trainer genesis fitness center lansing mi 20142016 team leadership awards best personal trainer 2017 planet fitness taught body combat fitness classes 30 students per class instructed clients proper equipment use well exercises home exceeded revenue targets 20 within 3 months codeveloped new fitness programs management successful implementation increased sales revenue 34
Health and Fitness,health coach resume example resume genius lincoln street cincinnati oh 45264 770 6259669 amysmithmailcom empathetic solutionoriented health coach 6 years experience helping diverse clients live healthier lives diet fitness lifestyle changes skilled assessing health conditions offering advice setting goals establishing treatment plans guiding motivating clients throughout journey track record attaining high client satisfaction adhering regulations professional experience hinge health health coach assisted 1300 clients date providing effective coaching focus healthy diet implementation stress management sleep hygiene provide phone consultations maintaining high client confidentiality per hipaa guidelines partnering two fortune 500 companies houston establish monthly workplace wellness workshops increased client retention 25 first two years implementing robust policies initial consultations offering sixmonth followups free charge enhanced patient comprehension concepts practices developing free ebook accompanying video materials proactive md health coach associate provided support motivation researchguided advice clients across texas maximize understanding weight loss health improvement benefits houston tx june 2019present austin tx april 2016may 2019 offered customized fitness programs nutritional counseling numerous clients home private studios liaised physical therapists physicians follow clients exercise medical prescriptions managed caseload 30 participants time providing personalized guidance fitness plans education university houston bachelor science health promotion honors cum laude gpa 3840 additional skills diet lifestyle planning biometric health assessments goalsetting tracking behavioral health holistic approach houston tx jan 2016
Health and Fitness,email infoqwikresumecom robert smith jr health fitness specialist summary phone 0123456789 dedicated customer service oriented health fitness professional extensive experience program management client relations marketing strategy record data management program implementation team collaborations physical conditioning nutritional health group exercise sports programing customer service microsoft office fitenss instructor skills work experience jr health fitness specialist abc corporationfebruary 2011 october 2014 perform fitness testing assessments member includes limited evaluation cardio respiratory muscle conditioning results entered member management software program advise members physiological test results develop recommend exercise programs regular basis instructing members proper exercise techniques use equipment fitness concepts monitor members progress perform followup measure progress results provide personal training services part hip health improvement program create maintain bulletin boards employee connection website member marketing amp communication materials consistent hfc standards within designated timeframe health fitness specialist abc corporation20062011 provide high quality customer service members fitness center conduct proper health screenings assessments follow acsm guidelines fitness assessments interpret findings lead one one trainings group exercises classes members implement strategic programs marketing plans establish coordinate membership database adherence programs dummy description data replace job description relevant current role scholastics bachelor science kinesiology san francisco state university san francisco ca free resume template copyright qwikresumecom usage guidelines
